lat,lon,hdop,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
22.753891,75.898369,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753879,75.898364,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753868,75.898360,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753856,75.898355,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753845,75.898350,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753833,75.898346,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753822,75.898341,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753811,75.898336,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753799,75.898332,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753788,75.898327,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753776,75.898323,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753765,75.898318,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753753,75.898313,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753742,75.898309,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753731,75.898304,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753719,75.898299,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753708,75.898295,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753696,75.898290,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753685,75.898285,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753674,75.898281,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753662,75.898276,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753651,75.898272,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753640,75.898267,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753628,75.898262,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753617,75.898258,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753606,75.898253,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753594,75.898249,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753583,75.898244,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753572,75.898239,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753560,75.898235,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753549,75.898230,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753538,75.898226,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753526,75.898221,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753515,75.898216,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753504,75.898212,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753493,75.898207,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753481,75.898203,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753470,75.898198,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753459,75.898193,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753448,75.898189,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753436,75.898184,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753425,75.898180,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753414,75.898175,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753403,75.898170,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753391,75.898166,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753380,75.898161,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753369,75.898157,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753358,75.898152,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753347,75.898148,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753336,75.898143,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753324,75.898138,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753313,75.898134,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753302,75.898129,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753291,75.898125,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753280,75.898120,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753269,75.898116,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753258,75.898111,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753246,75.898107,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753235,75.898102,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753224,75.898097,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753213,75.898093,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753202,75.898088,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753191,75.898084,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753180,75.898079,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753169,75.898075,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753158,75.898070,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753147,75.898066,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753136,75.898061,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753124,75.898057,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753113,75.898052,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753102,75.898048,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753091,75.898043,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753080,75.898038,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753069,75.898034,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753058,75.898029,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753047,75.898025,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753036,75.898020,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753025,75.898016,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753014,75.898011,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.753003,75.898007,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752992,75.898002,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752981,75.897998,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752970,75.897993,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752959,75.897989,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752949,75.897984,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752938,75.897980,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752927,75.897975,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752916,75.897971,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752905,75.897966,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752894,75.897962,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752883,75.897957,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752872,75.897953,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752861,75.897948,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752850,75.897944,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752839,75.897939,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752829,75.897935,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752818,75.897930,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752807,75.897926,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752796,75.897921,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752785,75.897917,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752774,75.897913,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752763,75.897908,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752753,75.897904,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752742,75.897899,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752731,75.897895,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752720,75.897890,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752709,75.897886,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752699,75.897881,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752688,75.897877,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752677,75.897872,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752666,75.897868,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752655,75.897863,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752645,75.897859,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752634,75.897855,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752623,75.897850,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752612,75.897846,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752602,75.897841,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752591,75.897837,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752580,75.897832,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752570,75.897828,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752559,75.897824,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752548,75.897819,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752537,75.897815,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752527,75.897810,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752516,75.897806,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752505,75.897801,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752495,75.897797,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752484,75.897793,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752473,75.897788,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752463,75.897784,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752452,75.897779,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752441,75.897775,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752431,75.897770,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752420,75.897766,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752410,75.897762,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752399,75.897757,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752388,75.897753,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752378,75.897748,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752367,75.897744,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752357,75.897740,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752346,75.897735,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752335,75.897731,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752325,75.897726,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752314,75.897722,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752304,75.897718,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752293,75.897713,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752283,75.897709,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752272,75.897705,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752262,75.897700,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752251,75.897696,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752241,75.897691,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752230,75.897687,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752220,75.897683,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752209,75.897678,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752199,75.897674,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752188,75.897670,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752178,75.897665,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752167,75.897661,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752157,75.897656,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752146,75.897652,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752136,75.897648,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752125,75.897643,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752115,75.897639,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752104,75.897635,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752094,75.897630,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752083,75.897626,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752073,75.897621,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752062,75.897617,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752052,75.897613,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752041,75.897608,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752031,75.897604,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752020,75.897600,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.752010,75.897595,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751999,75.897591,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751989,75.897586,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751978,75.897582,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751968,75.897578,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751957,75.897573,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751947,75.897569,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751936,75.897565,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751926,75.897560,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751915,75.897556,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751905,75.897551,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751894,75.897547,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751884,75.897543,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751873,75.897538,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751863,75.897534,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751852,75.897529,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751842,75.897525,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751831,75.897521,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751821,75.897516,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751810,75.897512,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751800,75.897507,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751789,75.897503,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751779,75.897499,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751768,75.897494,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751758,75.897490,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751748,75.897485,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751737,75.897481,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751727,75.897477,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751716,75.897472,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751706,75.897468,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751695,75.897463,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751685,75.897459,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751674,75.897455,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751664,75.897450,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751653,75.897446,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751643,75.897441,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751632,75.897437,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751622,75.897433,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751611,75.897428,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751601,75.897424,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751590,75.897419,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751580,75.897415,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751569,75.897411,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751559,75.897406,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751548,75.897402,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751538,75.897397,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751527,75.897393,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751517,75.897389,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751506,75.897384,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751496,75.897380,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751485,75.897375,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751475,75.897371,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751465,75.897366,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751454,75.897362,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751444,75.897358,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751433,75.897353,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751423,75.897349,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751412,75.897344,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751402,75.897340,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751391,75.897336,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751381,75.897331,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751370,75.897327,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751360,75.897322,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751349,75.897318,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751339,75.897313,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751328,75.897309,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751318,75.897305,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751307,75.897300,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751297,75.897296,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751286,75.897291,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751276,75.897287,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751265,75.897282,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751255,75.897278,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751245,75.897274,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751234,75.897269,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751224,75.897265,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751213,75.897260,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751203,75.897256,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751192,75.897251,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751182,75.897247,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751171,75.897243,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751161,75.897238,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751150,75.897234,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751140,75.897229,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751129,75.897225,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751119,75.897220,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751108,75.897216,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751098,75.897212,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751087,75.897207,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751077,75.897203,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751067,75.897198,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751056,75.897194,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751046,75.897189,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751035,75.897185,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751025,75.897180,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751014,75.897176,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.751004,75.897172,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750993,75.897167,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750983,75.897163,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750972,75.897158,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750962,75.897154,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750951,75.897149,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750941,75.897145,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750930,75.897140,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750920,75.897136,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750910,75.897132,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750899,75.897127,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750889,75.897123,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750878,75.897118,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750868,75.897114,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750857,75.897109,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750847,75.897105,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750836,75.897100,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750826,75.897096,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750815,75.897091,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750805,75.897087,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750794,75.897083,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750784,75.897078,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750773,75.897074,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750763,75.897069,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750753,75.897065,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750742,75.897060,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750732,75.897056,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750721,75.897051,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750711,75.897047,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750700,75.897042,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750690,75.897038,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750679,75.897033,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750669,75.897029,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750658,75.897025,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750648,75.897020,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750638,75.897016,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750627,75.897011,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750617,75.897007,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750606,75.897002,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750596,75.896998,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750585,75.896993,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750575,75.896989,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750564,75.896984,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750554,75.896980,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750543,75.896975,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750533,75.896971,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750522,75.896966,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750512,75.896962,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750502,75.896957,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750491,75.896953,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750481,75.896948,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750470,75.896944,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750460,75.896940,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750449,75.896935,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750439,75.896931,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750428,75.896926,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750418,75.896922,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750407,75.896917,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750397,75.896913,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750387,75.896908,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750376,75.896904,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750366,75.896899,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750355,75.896895,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750345,75.896890,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750334,75.896886,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750324,75.896881,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750313,75.896877,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750303,75.896872,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750292,75.896868,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750282,75.896863,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750272,75.896859,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750261,75.896854,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750251,75.896850,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750240,75.896845,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750230,75.896841,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750219,75.896836,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750209,75.896832,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750198,75.896827,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750188,75.896823,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
22.750178,75.896818,15.0,0,0.5,0.7,9.5,0.10,0.07,0.03
